Restaurant Name,Cuisine,Average Cost,Rating,City
Gowda s Biriyani Corner,"South Indian, North Indian, Biryani",200,3.8,Bangalore
Gowdru Mane,"South Indian, North Indian",200,4.1,Mysore
Gowri Parvathi Bhavan,"South Indian, North Indian, Biryani",100,4.1,Madurai
Gowri Sankar Hotel,"South Indian, North Indian, Street Food",200,3.7,Chennai
Goyal Cakes Bakes,"Fast Food, Bakery",400,4.5,Agra
Goyal Juice Ice Cream Parlor,Fast Food,200,3.6,Chandigarh
Goyal Restaurant,"South Indian, North Indian, Fast Food",100,3.9,Firozabad
Goyal s Kitchen,"North Indian, Biryani",100,3.9,Surat
GPS Restaurant,"South Indian, North Indian, Street Food, Biryani",200,3.8,Nashik
Gr Pizza,Indian,500,3.6,Ahmedabad
Grab Go By Grain,Fast Food,150,4.0,Amritsar
Grab Feast,"North Indian, Biryani",100,3.6,Kolkata
Grabb A Pizza,Indian,200,4.0,NCR
Grabitaria,Fast Food,100,3.9,Amritsar
Grabz,Fast Food,200,4.1,Hyderabad
Grace Chinese Roll,Street Food,100,3.8,Nagpur
Grace Ice Cream,Indian,100,4.2,Mangalore
Graduate Kanji Bade,North Indian,150,4.0,Bikaner
Graduate Pizza Wala,Indian,50,3.2,Jamshedpur
Graduate Vadapav,Street Food,200,3.9,Vadodara
Graduate Vadapav,Street Food,200,4.0,Surat
Graduate Vadapav,Street Food,50,4.1,Nashik
Graduate s Arabian Mandi,Indian,200,4.1,Hyderabad
Grain By Elgin,Indian,100,4.1,Amritsar
Grains,"South Indian, North Indian",200,4.0,Bhubaneswar
Grains Veg Kitchen By Udaan,North Indian,400,3.2,Siliguri
Grains The Restaurant VIP s Club,North Indian,450,4.2,Raipur
Gramathu Virunthu,South Indian,150,4.1,Salem
Grameen Kulfi,Indian,150,3.8,Trichy
Grameen Kulfi,Indian,100,4.2,Thrissur
Grameen Kulfi,Indian,100,4.3,Amritsar
Grameen Kulfi,Indian,100,4.3,Madurai
Grameen Kulfi,Indian,100,4.3,Kolhapur
Grameen Kulfi,Indian,100,4.3,Warangal
Grameen Kulfi,Indian,100,4.3,Patna
Grameen Kulfi,Indian,100,4.3,Chennai
Grameen Kulfi,Indian,150,4.3,Nagpur
Grameen Kulfi,Indian,200,4.3,Nellore
Grameen Kulfi,Indian,350,4.3,Dehradun
Grameen Kulfi,Indian,100,4.4,Aligarh
Grameen Kulfi,Indian,100,4.4,Ahmedabad
Grameen Kulfi,Indian,100,4.4,Moradabad
Grameen Kulfi,Indian,100,4.4,Patiala
Grameen Kulfi,Indian,100,4.4,Cuttack
Grameen Kulfi,Indian,250,4.4,Belgaum
Grameen Kulfi,Indian,100,4.5,Goa
Grameen Kulfi,Indian,100,4.5,Salem
Grameen Kulfi,Indian,100,4.5,Ranchi
Grameen Kulfi,Indian,100,4.5,Agra
Grameen Kulfi,Indian,100,4.5,Jamshedpur
Grameen Kulfi,Indian,100,4.5,Lucknow
Grameen Kulfi,Indian,150,4.5,Sangli
Grameen Kulfi,Indian,150,4.5,Indore
Grameen Kulfi,Indian,150,4.5,Ludhiana
Grameen Kulfi,Indian,150,4.5,Pune
Grameen Kulfi,Indian,150,4.5,Lucknow
Grameen Kulfi,Indian,150,4.5,Kolkata
Grameen Kulfi,Indian,150,4.5,Hyderabad
Grameen Kulfi,Indian,200,4.5,Jaipur
Grameen Kulfi,Indian,200,4.5,Mumbai
Grameen Kulfi,Indian,200,4.5,Jalandhar
Grameen Kulfi,Indian,200,4.5,Surat
Grameen Kulfi,Indian,200,4.5,Raipur
Grameen Kulfi,Indian,200,4.5,Udaipur
Grameen Kulfi,Indian,200,4.5,Coimbatore
Grameen Kulfi,Indian,200,4.5,Nagpur
Grameen Kulfi,Indian,250,4.5,NCR
Grameen Kulfi,Indian,250,4.5,Delhi NCR
Grameen Kulfi,Indian,300,4.5,Bareilly
Grameen Kulfi,Indian,350,4.5,Ajmer
Grameen Kulfi,Indian,50,4.6,Siliguri
Grameen Kulfi,Indian,100,4.6,Rajkot
Grameen Kulfi,Indian,100,4.6,Bhubaneswar
Grameen Kulfi,Indian,100,4.6,Bhopal
Grameen Kulfi,Indian,100,4.6,Trivandrum
Grameen Kulfi,Indian,100,4.6,Gorakhpur
Grameen Kulfi,Indian,100,4.6,Meerut
Grameen Kulfi,Indian,100,4.6,Patna
Grameen Kulfi,Indian,150,4.6,Allahabad
Grameen Kulfi,Indian,150,4.6,Chandigarh
Grameen Kulfi,Indian,150,4.6,Varanasi
Grameen Kulfi,Indian,150,4.6,Bangalore
Grameen Kulfi,Indian,150,4.6,Bikaner
Grameen Kulfi,Indian,150,4.6,Guwahati
Grameen Kulfi,Indian,200,4.6,Vadodara
Grameen Kulfi,Indian,250,4.6,Kota
Grameen Kulfi,Indian,300,4.6,Jhansi
Grameen Kulfi,Indian,300,4.6,Vijayawada
Grameen Kulfi,Indian,450,4.6,Jodhpur
Grameen Kulfi,Indian,100,4.7,Manipal
Grameen Kulfi,Indian,200,4.7,Vellore
Grameen Kulfi,Indian,300,4.7,Dhanbad
Grameen Kulfi,Indian,300,4.7,Mangalore
Grampus Bakers,Bakery,100,3.7,Warangal
Grand Bakery,"Fast Food, Street Food, Bakery",50,3.3,NCR
Grand Bawarchi,"Fast Food, Biryani",350,3.7,Hyderabad
Grand Bawarchi Restaurant,"North Indian, Biryani",250,4.3,Hyderabad
Grand Chef Restaurant,North Indian,150,3.7,Trivandrum
Grand Convention Restaurant,Indian,100,4.2,Cuttack
Grand Kitchen,"South Indian, North Indian, Fast Food",200,3.5,Mysore
Grand Madhuvan Nx Veg Restaurant,"South Indian, North Indian, Fast Food",400,3.9,Mangalore
Grand Madras Cafe,South Indian,250,4.1,NCR
Grand Modern Food Court,"North Indian, Fast Food",300,3.7,Vijayawada
Grand Mom Kitchen,Fast Food,50,4.4,Ludhiana
Grand Nagarjuna,"South Indian, North Indian, Biryani",300,3.6,Guntur
Grand New Cake Villa,"Fast Food, Bakery",150,3.9,Puducherry
Grand Oriental,"North Indian, Biryani",200,4.2,Ludhiana
Grand Paradise,"North Indian, Fast Food",100,3.7,Cuttack
Grand Point,Indian,300,4.3,Nagpur
Grand Restaurant,"North Indian, Biryani",200,3.3,Hyderabad
Grand Shivay Restaurant,North Indian,150,3.6,Jodhpur
Grande Hot Bakery,"Fast Food, Bakery",100,4.5,Puducherry
Grandmama s Cafe,Indian,350,4.0,Pune
Grandmama s Cafe,Indian,100,4.1,Mumbai
Grandma s Kitchen,"North Indian, Biryani",200,4.1,Jabalpur
Grandma s Kitchen,"North Indian, Fast Food",100,4.5,Amritsar
Grandmother Kitchen,"North Indian, Fast Food",250,3.4,Allahabad
Grandson Of Tunday Kababi,Biryani,150,4.0,Lucknow
Grandson Of Tunday Kababi,North Indian,150,4.1,Lucknow
Grandstand Express,North Indian,150,3.9,Jammu
Granny Momos,Indian,150,4.0,Haridwar
Granny s Pitha Taste Of Odia,"South Indian, North Indian",100,3.9,Cuttack
Granny s Thaliwala,"South Indian, North Indian, Street Food, Biryani",200,4.0,Indore
Granville Greens,"South Indian, North Indian",100,4.2,Mumbai
Grappes Restro,North Indian,100,3.7,Jalgaon
Gravy Groovy,"North Indian, Fast Food, Biryani",100,4.1,Lucknow
Gravy Nation,"North Indian, Biryani",150,4.0,Raipur
Great Britain Waffle,Indian,100,4.3,Ahmedabad
Great Indian Khichdi by EatFit,"South Indian, North Indian",200,3.8,Hyderabad
Great Indian Khichdi by EatFit,"South Indian, North Indian",100,3.9,Ahmedabad
Great Indian Khichdi by EatFit,"South Indian, North Indian",100,3.9,Mysore
Great Indian Khichdi by EatFit,"South Indian, North Indian",200,3.9,Mumbai
Great Indian Khichdi by EatFit,"South Indian, North Indian",50,4.0,Coimbatore
Great Indian Khichdi by EatFit,"South Indian, North Indian",100,4.1,Bangalore
Great Indian Khichdi by EatFit,"South Indian, North Indian",150,4.2,Pune
Great Indian Khichdi by EatFit,"South Indian, North Indian",100,4.3,Jaipur
Great Indian Khichdi by EatFit,"South Indian, North Indian",100,4.3,Chennai
Great Indian Khichdi by EatFit,"South Indian, North Indian",250,4.3,Chandigarh
Great Indian Khichdi by EatFit,"South Indian, North Indian",250,4.3,NCR
Great Indian Khichdi by EatFit,"South Indian, North Indian",50,4.4,Delhi NCR
Great Indian Meals,North Indian,200,3.6,Mumbai
Great Poona Cold Drink House,Indian,200,4.3,Pune
Greek Food Beyond,"North Indian, Fast Food",200,3.9,Bhopal
Green Apple Restaurant,North Indian,250,2.9,Belgaum
Green Bawarchi Take Away,"North Indian, Biryani",150,3.5,Warangal
Green Burst,"North Indian, Biryani",150,4.2,Jamshedpur
Green Cane Juices,Indian,200,4.0,Salem
Green Chilli Pizza Veg Restaurant,"North Indian, Fast Food",150,3.2,Allahabad
Green Chillis,"Fast Food, Street Food",200,4.0,NCR
Green Chilly,"North Indian, Fast Food",150,3.9,Indore
Green Chillyz,"North Indian, Street Food, Biryani",200,4.1,Bhubaneswar
Green Chillyz,"North Indian, Fast Food, Biryani",200,4.1,Cuttack
Green Corner Dhaba,North Indian,150,4.0,Patiala
Green Cravings,Indian,200,3.6,Mumbai
Green Cravings,Indian,250,3.7,Bangalore
Green Curry Restaurant,"North Indian, Biryani",100,3.7,Allahabad
Green Dot Pizza,Indian,150,3.4,Mumbai
Green Food,"South Indian, North Indian, Fast Food, Biryani",150,4.3,Pune
Green Food Court,"South Indian, North Indian, Street Food",200,4.1,Mysore
Green Gates,Fast Food,200,4.1,Belgaum
Green Grotto Bistro,Indian,50,4.0,Udaipur
Green Heritage,Indian,250,4.2,Siliguri
Green Heritage,"South Indian, North Indian, Biryani",300,4.2,Mysore
Green Hut Cafe,Indian,50,3.9,Bikaner
Green Jalapeno Pizza,Fast Food,400,2.9,Surat
Green Kitchen,"North Indian, Fast Food",100,3.7,Lucknow
Green Kitchen,North Indian,250,3.7,Allahabad
Green Leaf,"South Indian, North Indian, Fast Food",150,3.4,Dhanbad
Green Leaf,"South Indian, North Indian",200,4.1,Mysore
Green Leaf Cafe,"North Indian, Fast Food",150,4.2,Haridwar
Green Mango Juice Shop,Street Food,300,4.3,Chennai
Green Mantis,Indian,600,4.4,NCR
Green Mess,Fast Food,450,4.3,Jodhpur
Green Olives Pure Veg,"South Indian, North Indian, Street Food, Biryani",150,4.1,Nashik
Green Onion,Indian,150,4.3,Bangalore
Green Onion Express,Indian,100,4.1,Mangalore
Green Onion Express,Fast Food,150,4.1,Mangalore
Green Park,"South Indian, North Indian",150,4.2,Hyderabad
Green Park,North Indian,250,4.4,Pune
Green Park Restaurant,"Fast Food, Biryani",100,3.4,Cuttack
Green Park Sapan,North Indian,250,4.2,Ranchi
Green Pepper,"Fast Food, Biryani",400,3.6,Chennai
Green Pepper,"South Indian, North Indian, Biryani",150,4.1,Bangalore
Green Pulka,North Indian,400,3.9,Vijayawada
Green Salad Company,Indian,100,4.3,Pune
Green Signal,"South Indian, North Indian",150,4.2,Pune
Green Taj Restaurant,North Indian,150,3.2,Sangli
Green Treat Vegetarian Food Court,"South Indian, North Indian, Fast Food, Street Food, Biryani",150,3.9,Hyderabad
Green Vaishno Dhaba,North Indian,100,3.7,Jalandhar
Green Way Restaurant Rooms,"North Indian, Fast Food",400,3.5,Jodhpur
Green Wheel Pizza,"Fast Food, Street Food",200,4.2,Bhubaneswar
Greenees,Fast Food,150,3.4,Surat
Greenees,"South Indian, Fast Food",250,3.7,Surat
Greenees,"South Indian, Fast Food, Street Food",150,4.0,Surat
Greenees Fast Food,"South Indian, North Indian, Fast Food, Street Food",200,3.6,Surat
Greenfield s Krishna,"South Indian, Fast Food, Street Food",250,3.9,Nashik
Greenfield s Krishna,"South Indian, Fast Food, Street Food",150,4.1,Nashik
Greenit Healthy Vegan,North Indian,200,4.1,NCR
Greens Beans,Indian,100,4.0,Agra
Green s Restaurant Hotel,North Indian,350,3.3,Patiala
Green s Restobar,"North Indian, Fast Food",200,3.5,Patiala
Greenstones,"South Indian, North Indian, Fast Food, Biryani",300,4.0,Nashik
Greenyard Family Diner,"North Indian, Biryani",250,3.6,Nashik
Grenee,"South Indian, Fast Food, Street Food",350,4.1,Surat
Grenee,"South Indian, Fast Food",400,4.1,Surat
Grewal Dhaba,"North Indian, Biryani",100,4.1,Kolkata
Grey House Inn,"North Indian, Fast Food",100,3.8,Guwahati
Grey s Coffee Bistro Lounge,Fast Food,150,4.0,Bhopal
Griddle s,Indian,200,4.2,Kolkata
Grill Chill,"Fast Food, Street Food",100,4.0,Mumbai
Grill Grillers,"North Indian, Fast Food, Street Food",250,4.1,Jaipur
Grill,Fast Food,150,3.7,Bhopal
Grill,North Indian,100,4.1,Chandigarh
Grill,North Indian,100,3.8,Hyderabad
Grill A Delics,"North Indian, Fast Food, Street Food, Biryani",150,4.0,Chennai
Grill Bar,Fast Food,200,4.2,Surat
Grill Bar Restaurant,"North Indian, Fast Food",100,3.6,Bhavnagar
Grill Bill,North Indian,100,3.8,Cuttack
Grill Bill Buxi Bazar,"North Indian, Biryani",250,3.8,Cuttack
Grill Bill Restaurant,"North Indian, Biryani",100,3.7,Cuttack
Grill Chicken,Indian,400,4.1,Trichy
Grill Chicken Point,North Indian,150,3.2,Amritsar
Grill Chinese,Indian,300,3.1,Vijayawada
Grill Fry,Fast Food,350,3.1,Salem
Grill House,"North Indian, Fast Food, Biryani",100,3.8,Chennai
Grill Inn,Fast Food,100,3.6,Jamshedpur
Grill Inn,Fast Food,100,3.6,Meerut
Grill Inn,Fast Food,150,3.6,Patna
Grill Inn,Fast Food,150,3.7,Dhanbad
Grill Inn,Fast Food,150,3.9,Nagpur
Grill Inn,Fast Food,200,3.9,Varanasi
Grill Inn,Fast Food,100,4.1,Patna
Grill Inn,Fast Food,200,4.1,Raipur
Grill Inn,Fast Food,200,4.1,Darbhanga
Grill Inn,Fast Food,200,4.1,Nagpur
Grill Inn,Fast Food,300,4.1,Ranchi
Grill Inn Broccoli Restaurant,"North Indian, Fast Food",100,4.0,Meerut
Grill Island,Indian,150,4.0,Trivandrum
Grill Junction,Fast Food,250,3.4,Bikaner
Grill king,"North Indian, Fast Food",200,3.7,Moradabad
Grill Kitchen,North Indian,150,3.5,Guwahati
Grill Master,Indian,150,3.3,Bhavnagar
Grill Masters,Fast Food,50,3.9,Bikaner
Grill Masters,Fast Food,100,4.0,Saharanpur
Grill Masters,Fast Food,100,4.2,Meerut
Grill N Chill,Indian,100,3.4,Guntur
Grill N Fire,Fast Food,100,4.1,Jalandhar
Grill N Wrap,Fast Food,100,4.2,Hyderabad
Grill Nights,Biryani,200,3.4,Madurai
Grill Se,"North Indian, Fast Food",100,3.6,Dehradun
Grill Spot,"South Indian, Biryani",150,3.4,Madurai
Grill Station,Fast Food,350,3.9,Hyderabad
Grill The Sandwich World,Fast Food,150,3.6,Nagpur
Grill A Delics,"North Indian, Fast Food",150,3.8,Chennai
Grilled Chilli,North Indian,100,4.3,Gorakhpur
Grilled Souls,Indian,200,3.8,Vellore
Grillin It,"North Indian, Biryani",350,3.5,Goa
Grillista Food Chain,Fast Food,100,3.9,Kanpur
Grillix,"Fast Food, Street Food",250,4.2,Nagpur
Grillland,"Fast Food, Biryani",350,3.0,Salem
Grillland,"Fast Food, Street Food",150,3.4,Puducherry
Grills Wok,North Indian,250,3.9,Mumbai
Grills And Rice,"North Indian, Biryani",150,3.9,Mumbai
Grills Corner,Fast Food,250,3.8,Hyderabad
Grill s YUM YUM,North Indian,200,3.7,Moradabad
Grill s Yum Yum MDA,"South Indian, North Indian, Fast Food",150,4.0,Moradabad
Grillys,Fast Food,100,3.5,Patna
Grillz,"North Indian, Fast Food",300,3.8,Goa
Grillzz N Chillzz,Fast Food,250,3.3,Kanpur
Groovy,Fast Food,150,4.3,Rajkot
Groovy Meal,Indian,200,4.2,Rajkot
Ground Up Cafe,Fast Food,300,3.3,Amravati
Grover Bakers,"Fast Food, Bakery",150,4.1,Amritsar
Grover Mithaivala,Street Food,150,4.3,Delhi NCR
Grover Mithaivala,Street Food,200,4.3,NCR
Groverji Delhi Wale,North Indian,200,3.5,Surat
Groverji Delhi Wale,"North Indian, Street Food",200,3.7,Surat
Grover s Chinese,Street Food,100,3.7,Surat
Grover s Tandoori Shala,North Indian,250,3.5,Surat
Grozerbeez,South Indian,150,3.7,Coimbatore
GR s Bakery,"North Indian, Bakery",100,4.0,Chennai
GRT Cloud Kitchen,"South Indian, North Indian, Biryani, Bakery",200,4.3,Chennai
GRT Cloud Kitchens,"North Indian, Bakery",300,4.2,Tirunelveli
GSC Food Farm,North Indian,100,3.3,Amritsar
GSP Hyderabad Dum Biryani,North Indian,100,3.4,Nellore
GSP Kitchen,Biryani,200,3.1,Nellore
GT s Jaipuri Chatkara,"South Indian, Fast Food, Street Food",100,4.1,Jaipur
Guac N Roll,Fast Food,100,3.5,Chennai
Guava,North Indian,200,4.0,Jamshedpur
Gud Mishri,"South Indian, Fast Food, Street Food",100,4.1,Jaipur
Gud Mishri,"South Indian, North Indian, Fast Food, Street Food",200,4.2,Jaipur
Guddan Ka Dhaba,"North Indian, Biryani",150,4.0,Ajmer
Guddi s Kitchen,"South Indian, Fast Food",200,3.1,Jodhpur
Guddu Bhai Kachori Wala,Street Food,450,3.4,Udaipur
Guddu Biryani,"North Indian, Biryani",100,4.1,Kolkata
Gudee Food And Drinks,"Fast Food, Street Food",100,3.7,Indore
Guest Hotel,"South Indian, North Indian",100,4.3,Chennai
Gufha Restaurant,North Indian,100,4.2,Mysore
Gujarati Kitchen,"North Indian, Street Food",150,4.2,Bareilly
Gujarati Thali Wala,North Indian,150,2.9,Jhansi
Gujarati Vyanjan,"North Indian, Fast Food, Street Food",150,4.0,Dehradun
Gujju Bhai Fast Food,Fast Food,300,4.1,Raipur
Gujju Jugaad,"Fast Food, Street Food",100,3.7,Ahmedabad
Gujju The Live Nasta Hub,Street Food,100,3.2,Ahmedabad
Gujral Vaishno Dhaba,North Indian,300,3.8,Ludhiana
Gujrat Nu Khaan Paan Swadistaan,"Fast Food, Street Food",500,4.1,Ahmedabad
Gujrat Sweet Mart And Jalpan Gruh,"South Indian, North Indian, Street Food",300,4.2,Jalgaon
Gulab,Fast Food,350,4.0,NCR
Gulab Ji Chai,Fast Food,350,4.3,Jaipur
Gulab Sweets,North Indian,200,4.0,Dehradun
Gulab Sweets Restaurant,"South Indian, North Indian, Street Food",100,4.1,Dehradun
Gulabi Nagari,"South Indian, North Indian, Fast Food",200,4.0,Jaipur
GulalWadi,"North Indian, Fast Food",200,4.2,Ahmedabad
Gulati,"North Indian, Biryani",150,4.3,NCR
Gulati Bakers,"Fast Food, Street Food, Bakery",100,3.9,Chandigarh
Gulati Cakes and Bakers,Bakery,200,3.4,Saharanpur
Gulati Fast Food,Fast Food,300,3.6,Ludhiana
Gulati Juice Corner,Fast Food,150,4.5,Dehradun
Gulati Vaishnu Dhaba,North Indian,200,4.0,Ludhiana
Gulbarga Tahari And Biryani,"North Indian, Biryani",100,4.2,Pune
Gulbarga s Mama Puri And Special Snacks,Street Food,100,4.4,Hyderabad
Gulf Pizza,"Fast Food, Street Food",100,3.2,Bareilly
Gulf Shawarma House,Indian,150,3.5,Warangal
Gulgula Hotel,Street Food,100,3.9,Nagpur
Guliyano Cafe,Fast Food,100,4.2,NCR
Guljar Biryani And Caterers,"North Indian, Biryani",100,3.0,Surat
Gullu Dadas Biryani,"North Indian, Biryani",150,4.2,Hyderabad
Gullu s,North Indian,200,4.2,NCR
Gulmohars Kitchen,"North Indian, Street Food",150,3.6,Bhopal
Gulmohur Restaurant,"North Indian, Fast Food, Street Food",150,4.1,Jabalpur
Gulmohur Sweets Bakers,"Fast Food, Street Food",150,4.3,Jabalpur
Gulshah Hotel,"North Indian, Fast Food",150,3.3,Jalandhar
Gulshan E Iran,"North Indian, Fast Food",250,4.3,Mumbai
Gulshan Bakery Cafe,"Fast Food, Bakery",200,4.0,Nagpur
Gulshan Bhojanalaya,"North Indian, Biryani",100,3.4,Bhopal
Gulshan E Karim,"North Indian, Fast Food, Biryani",150,4.0,Moradabad
Gulshan Juice Corner,Indian,100,4.4,NCR
Gulu Pizza King,Fast Food,100,4.4,Jalandhar
Gulzar Restaurant,North Indian,200,4.2,Indore
Gulzar Sweets,Street Food,200,4.5,Hyderabad
Gunchiiis,Bakery,100,3.7,Nagpur
Gunchiiis The Bakery Shop,Bakery,150,4.1,Nagpur
Gungun Cakes,Bakery,100,3.8,Guwahati
Gunjan Dosa Corner,"South Indian, North Indian",150,4.3,Allahabad
Gunjan Fast Food,North Indian,300,4.4,Siliguri
Guntur Subhani Hotel,"South Indian, North Indian",200,3.7,Vijayawada
Gup Chup Chat,Street Food,100,3.9,Gorakhpur
Gup Shup Cafe,"Fast Food, Street Food",100,3.6,Indore
Gup Shup Thikana,Fast Food,150,4.4,Jaipur
Gup Sup,South Indian,150,4.3,Varanasi
Gupchup Momo Point,Street Food,50,3.5,Cuttack
Gupchup House,Street Food,100,3.9,Raipur
Guppy,Indian,200,4.3,NCR
Gupshup Cafe,"Fast Food, Street Food",100,3.0,Dehradun
Gupshup Family Restaurant Bar,"North Indian, Biryani",150,3.3,Nashik
Gupta Baker s,Bakery,50,3.7,Chandigarh
Gupta Bakery,Bakery,250,3.7,Jhansi
Gupta Bakery Sweet Shop,"Fast Food, Bakery",100,4.1,Agra
Gupta Bhojanalya,North Indian,150,4.0,Kanpur
Gupta Bhojnalay,North Indian,50,3.4,Gonda
Gupta Biryani House,"North Indian, Biryani",150,2.9,Siliguri
Gupta Brothers,"South Indian, Fast Food, Street Food",150,3.8,Kolkata
Gupta Brothers,North Indian,100,4.3,Kolkata
Gupta Brothers,"South Indian, North Indian, Fast Food, Street Food",150,4.3,Kolkata
Gupta Brothers Sweets,"South Indian, Fast Food",350,4.0,Kolkata
Gupta Chaat Fast Food B,"South Indian, Street Food",200,4.4,Jabalpur
Gupta Chat Center,Street Food,100,4.0,Nagpur
Gupta Chat Centre,"Fast Food, Street Food",200,4.1,Mumbai
Gupta Dhaba,North Indian,150,3.7,Siliguri
Gupta Dolly Kulfi Icecream,Indian,300,4.3,Mumbai
Gupta Farsan Mart,"North Indian, Street Food",150,4.5,Vadodara
Gupta Fast Food,"North Indian, Fast Food",100,4.0,Patna
Gupta Foods,"South Indian, North Indian, Fast Food",150,3.7,NCR
Gupta G,"North Indian, Street Food",200,3.6,Nashik
Gupta Home Town Paratha Rasoi,North Indian,50,3.6,Aligarh
Gupta Jee Ke Special Spicy Veg And Biryani,"North Indian, Biryani",100,4.0,Lucknow
Gupta Ji Aloo Bonda,Street Food,100,4.3,Jhansi
Gupta Ji Amritsari Naan,North Indian,150,3.9,Kanpur
Gupta Ji Burger Center And Fast Food,Fast Food,300,4.0,Bhopal
Gupta Ji Chole Bhature,North Indian,250,4.3,Delhi NCR
Gupta Ji Ka Dhaba,North Indian,150,4.0,NCR
Gupta Ji Ka Shudh Sahakari Bhojnalaya,North Indian,250,4.0,Bhopal
Gupta Ji Ke Chhole Bhature Kulche,"North Indian, Street Food",150,4.0,Kanpur
Gupta Ji Ki Rasoi,"North Indian, Fast Food, Street Food",100,4.3,Kanpur
Gupta ji Restaurant,North Indian,100,3.8,Haridwar
Gupta Ji Roti Wale MDA,North Indian,150,3.9,Moradabad
Gupta Ji Veg Biriyani and Fast Food,Biryani,250,3.8,Agra
Gupta Mishthan Bhandar,Street Food,250,4.0,Ajmer
Gupta Misthan Bhandar,"South Indian, Street Food",100,4.1,Kanpur
Gupta Mutton Corner,"North Indian, Biryani",150,3.4,Kanpur
Gupta Restaurant,"North Indian, Biryani",200,2.9,Siliguri
Gupta Restaurant,"South Indian, North Indian",400,4.2,NCR
Gupta Resturant,North Indian,100,4.1,Gorakhpur
Gupta Rolls And Snacks,Indian,300,4.2,Ranchi
Gupta Rolls And Snacks Online,"North Indian, Biryani",100,4.0,Ranchi
Gupta Shudh Bhojanalya,"North Indian, Fast Food",150,3.8,Kanpur
Gupta Snacks Restaurant,"North Indian, Biryani",250,4.2,Siliguri
Gupta Sweet House,"North Indian, Fast Food, Street Food",200,3.4,Lucknow
Gupta Sweets,North Indian,100,3.7,Gorakhpur
Gupta Sweets,"Street Food, Bakery",300,4.0,Bareilly
Gupta Sweets,Street Food,300,4.4,Kolkata
Gupta Sweets A Family Restaurant,"South Indian, North Indian, Fast Food",150,3.8,Gorakhpur
Gupta Veg Chap Corner,North Indian,100,4.1,NCR
Gupta Veg Dhaba,North Indian,300,3.4,Aligarh
Gupta Veg Food,North Indian,100,4.0,Delhi NCR
Gupta Veg Food,North Indian,250,4.0,NCR
Gupta Veg Kebab Prantha,North Indian,150,4.1,Lucknow
Guptaji Ke Zayke,"North Indian, Fast Food, Street Food",100,4.0,Jabalpur
Guptaji Pao Bhaji,Street Food,250,4.0,NCR
Guptaji Shakahari Bhojnalaya,"South Indian, North Indian, Fast Food",150,3.8,Bhopal
Gupta s Bar Kitchen,"North Indian, Biryani",100,4.2,Siliguri
Gupta s Biryani,Biryani,100,4.0,Allahabad
Gupta s Restaurant,"North Indian, Fast Food",350,4.0,NCR
Gupta s Sweets Chats,Street Food,250,4.0,Bhubaneswar
Gupte s Food Delight,"South Indian, North Indian, Fast Food, Street Food",100,3.6,Nashik
Gurbax Dhaba,North Indian,200,4.1,Chandigarh
Gurdaspuria Dhaba,North Indian,200,3.8,Jalandhar
Gurdev Punjabi Restaurant,North Indian,350,4.1,NCR
Gurgaon Desert Stone Ice Cream,Indian,150,3.3,Amritsar
Guru Amardass Bakery,Bakery,150,4.5,Ludhiana
Guru Amuthas,"South Indian, North Indian",150,4.0,Coimbatore
Guru Baba Stores,Street Food,100,4.2,Chennai
Guru Chinese,Indian,100,3.9,Vadodara
Guru Chinese,Indian,150,3.9,Vadodara
Guru Chinese,Street Food,250,3.9,Vadodara
Guru Da Dhaba,"North Indian, Fast Food",200,4.0,Rajkot
Guru Gopal Sweets Confectionary,Bakery,150,3.9,Bareilly
Guru Ji Ki Rasoi,North Indian,300,2.8,Jalandhar
Guru Kirpa Chaap House,"North Indian, Street Food",100,3.4,Jalandhar
Guru Kirpa Food Hub,North Indian,100,4.3,Amritsar
Guru Kirpa Kitchen,North Indian,100,3.8,Saharanpur
Guru Kirpa Punjabi Hotel,North Indian,350,3.3,Bareilly
